전출지별,전입지별,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,,이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명)
울산광역시,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,87,188,306,273,352
울산광역시,경기도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"4,976","4,784","5,350","5,194","5,123","5,498","6,531","6,006","6,250","6,212","5,501","4,990","5,235","5,539","5,598","5,667","5,863","5,321","5,847","5,955","6,435"
울산광역시,강원도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,415","1,857","1,526","1,254","1,197","1,161","1,239","1,128",998,998,"1,118",963,"1,055","1,094",967,947,897,989,"1,128","1,040",947
울산광역시,충청북도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,032","1,251","1,153",971,907,974,929,885,942,"1,128","1,116",970,893,"1,061",948,859,891,891,"1,162",990,977
울산광역시,충청남도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"5,263","1,893","1,955","1,364","1,319","1,206","1,501","2,089","1,638","1,631","1,444","1,546","1,527","1,591","1,446","1,353","1,364","1,452","1,555","1,493","1,648"
울산광역시,전라북도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,226","1,151","1,085",846,"1,012",694,"1,318",750,629,740,758,880,"1,709","1,302","1,074",933,"1,198","1,134",935,839,740
울산광역시,전라남도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,909","1,584","1,508","1,376","1,208","1,051","1,261","1,161","1,117","1,017","1,069","1,301","1,058",989,897,919,972,"1,064","1,222","1,099","1,175"
울산광역시,경상북도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"7,867","8,601","8,245","7,254","7,290","7,469","7,668","7,480","7,997","8,763","8,360","7,886","8,466","8,080","8,018","7,794","7,808","7,801","8,715","8,264","7,875"
울산광역시,경상남도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"7,389","8,255","8,137","7,396","7,202","8,419","9,378","8,615","9,433","9,537","10,899","10,256","9,498","9,104","8,178","7,695","8,022","8,611","8,772","9,026","8,521"
울산광역시,제주특별자치도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,334,506,477,367,414,441,385,429,483,430,355,355,347,355,329,394,400,492,681,744,815
세종특별자치시,전국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,291","15,109","23,070","30,950","35,236","47,383"
세종특별자치시,서울특별시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,015","1,095","1,497","2,228","2,812","3,195"
세종특별자치시,부산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147,184,235,364,343,443
세종특별자치시,대구광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,109,192,219,263,340
세종특별자치시,인천광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,264,312,322,451,537,632
세종특별자치시,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,111,195,236,237,326
세종특별자치시,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,367","2,350","2,744","3,684","4,606","5,871"
세종특별자치시,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,78,90,116,105,119
세종특별자치시,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,704","4,105","10,455","13,990","14,546","23,245"
세종특별자치시,경기도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,488","1,602","1,840","2,585","3,436","3,755"
세종특별자치시,강원도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,193,238,219,316,410,482
세종특별자치시,충청북도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,970","1,875","1,868","2,308","2,626","2,815"
세종특별자치시,충청남도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,074","2,205","2,344","2,905","3,351","3,881"
세종특별자치시,전라북도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,245,310,411,633,707
세종특별자치시,전라남도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163,129,186,251,316,369
세종특별자치시,경상북도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,199,218,269,403,440,452
세종특별자치시,경상남도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,196,212,241,344,411,488
세종특별자치시,제주특별자치도,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,41,63,139,164,263
경기도,전국,"353,535","412,098","382,945","454,426","484,597","825,258","645,942","753,564","817,561","786,271","948,316","703,279","793,942","995,853","940,978","977,801","1,041,498","1,197,193","1,371,971","1,295,977","1,359,422","1,295,128","1,349,401","1,417,105","1,485,920","1,579,952","1,652,688","1,736,957","1,584,923","1,905,336","1,858,301","2,007,156","2,133,640","2,082,492","1,890,345","2,028,470","2,321,008","2,193,857","2,094,988","2,081,528","2,026,383","1,986,623","1,862,209","1,821,303","1,834,379","1,898,312","1,824,976","1,772,162"
,서울특별시,"95,388","95,423","90,470","107,177","107,518","207,641","144,524","154,021","164,771","168,188","231,651","187,880","196,664","230,913","227,920","226,354","233,258","307,770","410,274","345,173","282,914","256,270","253,605","256,049","258,897","262,893","290,660","298,306","276,685","340,653","312,616","319,738","321,390","325,065","289,817","311,892","357,818","336,648","323,515","317,952","285,963","272,407","254,175","246,464","249,701","239,557","234,357","234,448"
,부산광역시,"4,983","5,309","4,734","6,146","9,463","12,408","11,179","9,599","12,344","11,097","12,926","9,578","9,729","11,237","10,890","10,530","12,049","13,543","13,564","11,682","11,867","11,281","11,067","10,511","10,289","11,534","12,943","12,374","12,647","13,143","12,073","12,721","13,282","13,703","12,917","13,514","15,116","14,842","14,692","14,672","15,121","17,591","14,545","14,261","15,819","14,973","13,485","12,853"
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"4,814","4,976","6,082","5,894","6,021","6,666","7,227","7,227","7,084","7,053","6,890","6,944","7,506","7,338","8,372","8,812","8,352","8,286","8,909","8,595","8,454","8,410","9,425","8,881","9,376","9,777","10,193","10,024","10,225","10,763","11,163","11,026","11,009","10,961","10,043","9,627","8,872"
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"38,045","35,754","44,663","47,049","47,262","47,536","54,441","62,416","62,370","71,539","66,622","66,023","62,487","60,817","56,281","57,879","66,514","63,176","64,569","67,516","63,017","66,332","61,265","61,799","71,697","78,075","85,221","76,780","69,462","67,913","78,724","76,730","74,479","71,554","71,513","65,864","61,797"
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"4,102","4,658","5,915","6,300","8,237","7,166","7,554","7,586","7,903","8,544","9,101","11,122","9,308","10,306","8,949","8,831","9,065","9,833","10,059","10,375","11,779","11,700","10,979","11,351","11,678","11,394","11,286","9,851","10,751","9,323","8,232","7,739"
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"9,158","10,766","11,591","11,743","13,563","13,407","14,881","17,226","15,660","16,927","16,542","16,514","16,244","16,423","17,061","15,377","16,201","17,191","17,368","16,437","15,767","16,368","16,547","16,907","15,832","15,187","15,266","14,586","13,935"
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"3,892","3,583","3,979","3,637","4,001","3,805","4,373","3,814","4,236","4,481","4,820","4,882","4,492","4,733","5,144","5,700","5,923","6,068","6,089","4,712","3,810"
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,390","3,974","7,541","9,672","7,129","7,006"
,경기도,"212,365","263,045","235,877","284,129","309,489","493,101","395,632","492,040","529,175","496,327","566,970","363,760","447,364","593,086","541,457","573,998","622,598","681,779","742,871","742,243","842,522","809,179","866,274","932,048","1,009,580","1,082,814","1,111,487","1,176,449","1,043,254","1,287,046","1,284,156","1,421,954","1,554,371","1,471,552","1,323,437","1,427,160","1,649,025","1,525,904","1,454,951","1,455,865","1,435,269","1,387,806","1,294,565","1,274,495","1,275,072","1,346,264","1,301,101","1,259,187"
,강원도,"7,649","10,196","9,654","10,628","9,311","17,354","15,641","15,136","16,566","16,444","21,625","16,919","16,092","17,450","17,957","18,965","18,780","19,466","18,844","17,874","20,220","20,225","20,465","20,070","19,223","22,531","24,271","25,690","27,673","28,366","26,514","27,034","27,175","28,657","28,073","27,191","29,656","30,500","32,312","32,788","31,988","32,456","31,437","29,598","29,917","30,961","29,355","28,698"
,충청북도,"4,424","5,159","5,775","5,484","5,174","10,913","8,721","8,624","9,189","11,331","14,777","11,061","11,216","11,931","12,071","13,467","13,750","15,231","15,503","14,527","17,803","18,980","19,985","20,896","17,166","19,147","20,627","20,695","20,011","21,991","19,900","19,187","19,554","20,484","20,617","21,541","25,016","25,174","25,117","24,020","24,463","25,238","23,711","22,826","23,613","23,692","22,618","22,486"
,충청남도,"10,743","10,372","11,730","12,829","11,819","28,118","21,553","23,089","26,797","24,144","30,245","22,387","22,275","25,906","24,840","26,981","28,248","31,988","32,600","22,728","24,673","25,355","25,594","27,626","24,878","29,241","31,377","34,942","32,622","34,233","31,988","32,431","31,388","37,959","46,934","40,701","42,966","46,539","44,467","42,593","41,910","43,735","37,616","36,185","37,181","37,791","37,784","39,295"
,전라북도,"3,221","4,050","4,261","4,935","4,109","9,399","8,506","9,104","9,727","10,458","14,163","11,192","10,800","11,545","10,695","11,715","12,481","13,911","15,330","13,155","15,244","15,121","15,423","15,537","14,336","16,786","17,085","17,495","19,197","20,773","18,854","25,287","16,578","29,045","19,468","19,478","21,777","23,705","22,348","21,751","20,759","21,888","19,854","18,123","19,776","18,131","17,045","16,612"
,전라남도,"4,287","4,917","5,780","6,457","5,779","13,904","14,495","13,299","15,343","15,318","20,456","15,238","15,401","17,329","16,866","18,227","14,495","16,082","15,474","14,248","16,085","15,221","14,732","14,197","13,154","15,373","16,815","16,327","20,155","22,419","18,535","18,712","15,745","19,685","16,540","18,108","18,670","20,212","19,102","19,445","18,243","18,124","16,979","16,302","17,144","16,804","15,073","14,431"
,경상북도,"6,171","7,241","9,208","10,379","11,731","18,490","14,853","16,871","17,805","17,743","20,064","10,743","10,461","11,180","11,075","11,277","13,222","14,277","14,433","13,357","13,122","13,195","12,911","13,003","12,647","13,978","14,741","14,218","15,471","15,604","13,654","14,442","13,841","15,102","14,692","17,386","18,434","18,664","18,218","19,314","19,488","20,553","19,406","18,618","18,608","20,166","18,022","16,077"
,경상남도,"3,916","5,956","4,884","5,582","9,509","12,599","9,742","10,846","14,753","13,782","13,846","10,279","11,944","12,599","12,656","11,365","12,674","14,754","15,362","13,705","14,648","15,213","14,265","13,372","13,735","14,741","16,344","11,153","11,759","12,241","10,948","11,208","12,106","14,705","13,230","14,841","16,185","17,478","16,545","16,855","16,289","17,884","16,342","15,806","16,408","17,483","15,049","13,661"
,제주특별자치도,388,430,572,680,695,"1,331","1,096",935,"1,091","1,439","1,593","1,383","1,266","1,932","1,608","1,639","1,639","2,066","2,158","2,373","2,729","2,819","2,816","2,654","2,550","2,836","3,320","3,768","4,169","4,562","3,852","3,895","4,175","4,578","4,690","4,773","5,042","4,889","4,619","4,976","5,435","5,969","6,540","7,557","9,078","10,584","10,937","11,255"
강원도,전국,"197,181","218,958","192,371","277,465","233,685","386,575","281,828","291,783","315,354","284,177","317,838","302,412","306,669","350,811","326,123","300,318","299,747","312,214","307,197","310,793","297,046","290,170","265,711","259,485","252,824","272,699","248,744","255,164","253,798","281,012","266,537","264,880","284,061","282,359","261,244","257,162","264,068","251,328","250,883","247,373","241,183","231,424","225,184","214,931","226,284","222,352","221,592","209,618"
,서울특별시,"34,563","38,588","32,497","40,922","42,649","74,065","52,651","52,262","56,527","47,207","49,751","48,796","51,641","56,878","53,877","48,477","43,650","46,146","47,034","47,477","41,575","36,056","31,842","31,278","26,647","25,677","26,588","25,443","24,182","28,384","27,874","27,310","27,914","27,149","24,930","24,700","25,788","25,518","24,484","24,376","22,798","21,559","21,324","19,954","20,174","20,030","19,877","19,761"
,부산광역시,"4,385","4,008","3,611","4,399","6,724","8,563","8,290","7,498","9,612","9,929","8,732","7,302","6,943","8,070","7,638","6,392","6,910","7,445","7,368","6,004","5,590","5,096","3,957","3,532","3,098","2,846","2,995","2,722","2,510","2,945","2,733","2,609","2,590","2,564","2,403","2,310","2,151","2,346","2,283","2,255","2,333","2,288","2,198","2,020","2,183","2,333","2,167","2,028"
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"4,056","3,954","4,371","4,157","3,595","3,803","4,408","4,073","4,273","3,583","3,545","3,280","3,020","2,523","2,490","2,255","1,945","1,931","2,143","2,082","1,820","2,015","2,055","1,852","1,790","1,881","1,788","1,819","1,860","1,653","1,703","1,838","1,701","1,549","1,735","1,818","1,536"
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"6,348","5,412","6,735","7,976","6,788","7,104","8,657","8,047","8,672","9,603","8,523","7,431","7,171","6,347","6,101","5,790","5,926","5,259","6,176","5,956","6,072","6,948","6,400","5,863","5,348","5,741","5,745","5,422","5,215","5,092","4,999","5,407","5,071","5,148","5,058","5,080","4,663"
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"1,014","1,114","1,163","1,162","1,131","1,135",959,960,840,715,820,842,864,"1,061",974,897,837,833,918,921,936,881,838,929,882,861,843,805,828,945,751,730
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"2,590","2,493","2,561","2,281","2,366","2,318","2,245","2,763","2,609","2,809","3,208","3,329","3,520","3,621","3,414","3,054","3,047","2,975","3,088","2,914","2,775","2,976","3,282","3,257","2,995","2,867","2,902","2,783","2,682"
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,536","1,142","1,289","1,370","1,395","1,336","1,459","1,220","1,160","1,112","1,292","1,268","1,100","1,162","1,050","1,234","1,095","1,146","1,103",939,766
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,311,272,490,765,710,797
,경기도,"16,420","18,593","14,970","17,183","18,448","34,318","24,750","26,545","30,268","31,623","29,618","22,099","22,629","28,817","28,698","26,827","28,393","33,546","32,909","35,186","34,845","32,034","29,275","28,986","26,566","26,241","27,449","26,549","25,291","30,092","31,013","31,758","35,161","35,126","33,271","32,934","33,746","32,380","30,847","30,370","31,431","28,919","29,601","27,207","28,207","28,238","28,369","27,656"
,강원도,"113,485","128,222","112,559","180,716","130,356","212,434","154,239","162,520","170,661","151,052","186,495","175,961","179,155","205,866","185,322","174,284","174,443","175,327","172,443","173,953","167,644","173,466","161,850","159,416","163,492","184,202","158,515","168,235","171,176","183,780","171,050","169,491","182,229","181,717","167,246","165,077","170,234","158,066","161,854","158,826","153,165","147,142","140,649","136,041","145,250","140,018","140,921","130,963"
,충청북도,"7,971","8,567","6,232","7,370","8,105","15,129","9,661","8,070","8,038","7,892","8,998","8,360","7,885","8,353","7,893","7,602","7,284","7,402","7,064","7,739","8,012","7,444","6,695","6,283","5,637","5,539","5,597","5,406","4,923","5,593","5,512","5,185","6,288","5,984","5,009","5,020","4,911","5,167","4,864","5,093","5,144","4,974","4,553","4,267","4,440","4,706","4,890","4,764"
,충청남도,"3,363","3,726","3,571","3,491","3,339","7,909","4,577","4,745","5,653","4,781","4,788","4,648","4,904","4,975","4,917","5,028","5,378","5,180","5,123","2,912","2,811","3,018","2,456","2,507","2,390","2,779","3,128","3,156","3,026","3,646","3,450","3,396","3,855","3,780","4,640","4,047","3,800","4,097","3,839","3,927","3,854","4,106","3,548","3,445","3,550","3,743","3,316","3,645"
,전라북도,"1,199","1,485","1,408","1,735","1,418","2,942","1,952","1,943","2,194","1,983","2,213","2,699","2,375","1,979","2,136","1,945","1,943","1,842","1,800","1,566","1,739","1,608","1,393","1,284","1,202","1,387","1,405","1,452","1,413","1,930","1,618","1,759","1,474","1,744","1,552","1,451","1,523","1,464","1,454","1,482","1,453","1,454","1,528","1,537","1,470","1,577","1,464","1,378"
,전라남도,"1,355","1,910","1,931","2,592","1,989","4,199","4,009","3,576","4,151","3,171","3,451","3,346","3,524","3,861","3,690","3,137","2,586","2,602","1,943","1,884","1,873","1,548","1,457","1,155","1,175","1,546","1,512","1,587","1,713","2,179","1,867","1,908","1,727","1,843","1,692","1,581","1,685","1,631","1,489","1,584","1,587","1,632","1,509","1,416","1,521","1,589","1,497","1,405"
,경상북도,"10,916","10,880","12,269","14,990","13,647","18,758","15,512","16,618","17,155","16,602","15,911","11,166","10,208","11,775","10,644","9,063","10,032","10,460","9,522","9,096","7,965","7,186","6,333","6,047","5,487","5,589","4,835","4,756","4,624","5,004","4,539","4,516","4,513","4,777","4,382","4,348","4,116","4,246","4,156","4,119","4,014","4,029","4,057","3,878","3,916","3,999","3,593","3,587"
,경상남도,"3,279","2,791","3,054","3,661","6,727","7,754","5,811","7,682","10,762","9,625","7,516","7,268","7,679","8,638","8,726","6,815","6,803","7,631","8,227","7,784","7,590","6,466","6,071","5,061","4,752","4,924","4,690","2,515","2,378","2,971","2,636","2,710","2,946","2,930","2,598","2,869","2,935","3,097","2,885","2,951","3,157","2,866","2,737","2,541","2,731","2,772","2,483","2,312"
,제주특별자치도,245,188,269,406,283,504,376,324,333,312,365,363,360,493,449,365,404,454,481,495,592,484,431,419,350,418,402,485,557,611,534,534,607,584,614,559,534,522,467,511,482,560,590,686,814,839,934,945
충청북도,전국,"147,916","156,593","124,530","156,909","166,708","324,499","213,011","220,085","267,370","223,664","266,206","237,424","248,209","275,424","267,994","260,438","250,875","258,557","259,387","253,510","280,994","269,728","244,880","240,478","231,350","245,262","228,974","247,215","226,872","256,626","239,559","239,356","251,773","252,496","236,984","240,615","244,227","247,741","237,759","230,351","229,707","220,515","207,622","212,860","213,577","213,188","197,668","194,915"
,서울특별시,"37,625","39,139","29,513","36,260","40,154","72,525","50,313","50,472","70,017","50,801","46,387","46,281","48,848","50,953","47,731","43,335","37,318","38,320","37,344","34,823","32,517","28,461","24,072","20,440","18,776","17,155","16,900","17,095","16,073","18,923","18,321","17,606","17,878","16,891","15,895","15,697","16,516","16,301","15,672","15,612","14,561","13,753","13,624","13,209","13,291","13,197","13,032","12,961"
,부산광역시,"3,840","3,073","2,424","3,353","4,763","7,790","6,885","7,178","8,399","6,279","6,670","5,525","5,061","4,948","4,560","3,927","3,996","4,515","3,966","3,337","3,351","2,850","2,439","2,123","1,769","1,837","1,762","1,828","1,927","1,986","1,807","1,716","1,651","1,672","1,779","1,629","1,627","1,588","1,548","1,556","1,618","1,628","1,489","1,565","1,932","1,757","1,559","1,660"
,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"2,832","2,865","3,022","2,638","2,531","2,541","2,705","2,601","2,257","2,039","1,974","1,851","1,657","1,724","1,777","1,689","1,549","1,566","1,797","1,799","1,695","1,684","1,623","1,465","1,749","1,404","1,517","1,607","1,613","1,655","1,555","1,705","1,693","1,816","1,450","1,517","1,443"
,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"4,670","4,465","5,724","6,072","5,071","5,071","5,863","5,532","5,484","6,024","5,356","4,620","4,355","4,222","3,839","3,709","3,834","3,777","4,293","3,879","4,231","4,283","3,953","3,867","3,695","3,928","3,955","3,721","3,591","3,473","3,428","3,624","3,429","3,457","3,509","3,308","3,416"
,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,448,493,864,754,816,683,554,644,561,596,617,604,679,773,676,744,808,746,715,692,814,781,692,863,906,836,783,716,904,711,647,680
,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"11,656","12,026","12,373","10,124","11,275","10,634","10,399","9,966","10,070","9,636","11,257","10,937","10,932","10,956","10,937","10,344","10,349","10,483","9,739","8,956","8,985","8,853","9,120","8,803","8,442","8,552","7,749","7,917","8,014"
,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,998,814,886,901,948,959,886,756,851,798,834,902,776,755,782,954,"1,173",865,"1,057",716,633
,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,797","2,794","5,940","9,061","5,544","6,270"
,경기도,"12,585","13,937","9,936","11,396","12,209","27,810","18,001","18,693","23,200","20,751","22,000","15,315","16,288","22,042","21,870","20,073","21,199","24,987","23,562","23,629","22,382","21,684","20,342","20,037","18,414","18,286","19,116","19,429","18,393","22,144","22,065","22,828","25,217","24,189","24,191","25,082","24,450","23,231","21,809","22,588","22,388","21,319","20,488","20,083","19,697","20,075","19,803","19,833"
,강원도,"5,741","6,671","4,951","5,655","5,513","11,745","8,027","7,406","8,011","6,574","8,370","8,160","7,725","8,353","7,481","6,978","6,462","7,026","5,900","4,915","4,829","4,616","4,791","4,473","4,453","4,341","4,468","4,731","5,362","5,390","5,220","6,479","5,265","5,523","5,050","4,718","4,848","4,714","4,774","5,120","4,563","4,348","4,312","4,247","4,736","4,725","4,420","4,581"
,충청북도,"65,127","71,722","60,135","79,667","81,662","156,257","97,992","101,842","112,514","99,194","141,794","121,778","132,321","146,556","144,108","146,670","143,861","142,281","147,273","147,953","178,769","172,749","159,621","160,096","156,287","171,036","153,545","170,682","151,945","171,230","156,984","154,462","165,597","167,043","150,691","157,381","160,782","166,855","159,835","151,216","153,067","145,679","133,461","139,959","136,614","133,264","124,156","119,825"
,충청남도,"11,611","12,393","8,602","9,624","10,482","24,142","14,174","15,970","19,982","20,506","21,284","16,272","15,668","17,304","17,191","17,718","16,822","17,990","18,860","6,572","6,426","6,094","5,927","5,711","5,467","6,260","7,582","7,853","6,827","7,828","7,550","7,509","8,223","9,045","13,021","9,508","8,908","8,614","8,600","8,473","8,376","8,200","6,253","6,056","6,304","6,580","6,056","6,387"
,전라북도,915,"1,148","1,005","1,222",853,"3,122","1,837","1,932","2,452","1,489","2,197","2,598","1,593","1,873","1,833","1,765","1,805","1,790","1,593","1,573","1,661","1,630","1,637","1,690","1,513","1,450","1,633","1,635","1,857","1,918","1,838","2,216","1,711","2,247","1,743","1,692","2,033","2,028","1,957","1,913","1,823","1,961","1,744","1,834","1,773","1,753","1,692","1,770"
,전라남도,"3,087","1,057",676,"1,212",964,"2,761","2,784","2,737","3,554","1,967","2,714","2,097","1,983","2,404","2,375","2,050","1,481","1,629","1,287","1,408","1,386","1,507","1,166","1,021",937,"1,083","1,203","1,327","1,902","1,501","1,336","1,712","1,239","1,267","1,155","1,158","1,198","1,181","1,227","1,253","1,199","1,248","1,183","1,209","1,191","1,344","1,233","1,232"
,경상북도,"5,833","6,115","5,790","6,458","6,651","12,886","8,872","9,177","11,168","9,474","9,626","6,123","5,632","5,751","5,380","5,230","5,108","6,000","5,409","4,644","4,183","4,379","3,924","3,855","3,642","4,190","3,763","3,569","3,888","4,403","4,052","3,907","3,856","3,948","3,743","4,003","4,001","3,875","3,826","4,197","3,869","3,996","3,722","3,692","3,606","3,859","3,410","3,475"
,경상남도,"1,481","1,227","1,351","1,901","3,321","5,215","3,964","4,523","7,860","6,427","4,919","5,527","5,491","6,167","6,452","4,858","4,537","4,699","4,933","4,266","4,212","4,985","3,489","2,795","2,677","2,757","2,743","1,694","1,835","1,902","1,834","1,902","1,967","2,054","2,133","2,034","1,998","2,154","2,232","2,187","2,115","2,193","2,128","2,119","2,057","2,259","1,751","1,726"
,제주특별자치도,71,111,147,161,136,246,162,155,213,202,245,246,269,327,303,232,226,259,263,239,373,387,323,306,274,256,278,317,391,395,360,469,479,472,436,377,439,374,401,408,486,469,552,640,842,838,907,"1,009"
충청남도,전국,"240,241","255,973","212,546","277,908","268,495","562,558","344,295","384,884","422,062","372,344","444,695","435,356","447,043","524,543","516,636","470,881","462,446","495,793","520,291","279,524","278,820","266,897","233,588","245,580","234,753","251,923","246,037","269,231","253,628","283,195","273,341","278,169","288,445","310,057","329,499","320,445","329,811","341,850","339,765","317,511","301,675","302,546","277,346","268,053","279,817","279,680","271,446","269,337"
