전출지별,전입지별,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,,이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명),이동자수 (명)
부산광역시,경상북도,"7,791","10,233","12,697","16,373","16,203","30,395","27,465","28,592","30,724","31,843","36,580","23,777","22,648","23,370","20,371","20,415","19,430","20,209","18,623","17,505","17,077","15,997","15,601","15,191","13,516","13,355","13,235","12,942","13,184","13,274","11,629","11,231","10,807","10,430","10,084","11,764","12,482","11,489","10,582","10,956","10,837","10,860","10,327","9,776","10,464","10,768","9,400","9,096"
부산광역시,경상남도,"20,249","22,405","26,556","37,134","41,052","65,865","57,329","71,107","77,865","79,912","88,337","89,320","92,495","95,378","88,279","82,913","79,491","91,892","89,274","83,037","100,794","98,775","105,648","100,739","94,491","92,245","90,375","68,287","68,758","66,261","65,707","63,222","80,103","80,251","65,043","68,659","64,412","65,573","66,150","65,453","61,882","61,631","53,445","55,750","59,858","58,222","57,887","65,114"
부산광역시,제주특별자치도,766,855,"1,007","1,229","1,132","1,861","1,832","1,875","1,998","2,127","2,663","2,829","2,790","3,651","3,198","2,731","2,657","3,081","2,872","3,119","3,613","3,173","3,142","2,929","2,473","2,469","2,476","2,542","2,925","2,751","2,475","2,614","2,803","2,588","2,534","2,252","2,086","2,092","1,940","1,926","1,780","1,875","1,928","1,996","2,131","2,735","2,948","2,993"
대구광역시,전국,-,-,-,-,-,-,-,-,-,-,-,"481,534","521,117","582,412","525,143","518,560","513,581","570,103","558,115","517,090","528,024","522,785","558,150","524,762","538,742","537,292","528,825","499,790","474,560","503,678","480,947","463,131","476,535","490,571","431,605","465,300","454,076","416,398","422,676","411,288","382,657","383,310","359,206","363,224","365,739","364,364","337,488","333,118"
대구광역시,서울특별시,-,-,-,-,-,-,-,-,-,-,-,"19,760","23,725","32,205","28,897","25,736","21,724","20,130","22,080","21,201","19,521","17,638","16,451","15,442","14,193","14,137","14,456","14,410","13,888","16,322","16,970","16,841","16,781","15,963","15,093","15,386","15,902","15,849","14,824","15,469","13,915","13,310","13,838","13,673","13,735","13,038","12,802","13,011"
대구광역시,부산광역시,-,-,-,-,-,-,-,-,-,-,-,"10,590","10,732","10,512","10,804","10,696","10,114","10,496","10,019","8,789","8,848","7,788","7,119","6,410","5,848","6,241","6,584","6,434","6,290","6,566","5,844","6,086","5,687","6,177","5,567","5,784","5,232","5,374","5,066","5,207","5,050","4,906","5,216","5,543","6,157","5,182","4,860","4,840"
대구광역시,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"348,566","393,803","438,255","390,862","384,972","383,388","429,854","417,433","387,612","387,458","389,023","432,375","401,316","425,696","421,778","397,170","376,257","355,609","380,180","367,458","345,148","358,842","372,007","315,547","337,457","325,969","297,869","311,113","298,755","274,649","276,495","254,661","258,107","252,642","259,185","240,722","236,143"
대구광역시,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"1,440","1,640","1,921","1,927","2,036","1,922","2,074","1,927","2,272","2,438","2,099","2,087","2,111","1,957","1,963","2,093","2,033","1,828","2,199","2,209","2,575","2,528","2,392","2,252","2,257","2,250","2,442","2,125","2,003","1,968","2,000","1,979","2,202","2,015","1,987","1,962","1,930"
대구광역시,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,517,529,629,704,620,511,502,448,357,493,529,464,523,562,531,622,564,646,623,670,668,602,563,624,527,577,711,622,902,629,547,515
대구광역시,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"2,014","2,169","2,119","2,044","2,330","2,253","2,502","2,751","2,418","2,314","2,528","2,378","2,561","2,672","2,471","2,397","2,528","2,483","2,221","2,106","2,057","1,956","2,063","2,144","2,219","2,254","2,085","1,949","1,978"
대구광역시,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"4,074","3,339","3,476","3,465","3,835","3,574","4,054","4,101","4,211","4,129","4,023","4,283","3,740","3,551","3,586","3,844","3,833","3,835","3,675","3,266","2,604"
대구광역시,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,261,233,526,879,642,827
대구광역시,경기도,-,-,-,-,-,-,-,-,-,-,-,"4,885","6,273","8,204","7,742","7,622","8,341","9,169","9,005","9,368","10,022","9,109","8,964","8,952","8,552","10,032","10,261","10,655","10,459","11,978","13,071","13,948","14,262","14,745","14,690","15,473","15,510","14,740","13,724","14,534","14,596","13,320","13,581","13,659","12,813","12,322","11,918","12,354"
대구광역시,강원도,-,-,-,-,-,-,-,-,-,-,-,"3,333","3,211","3,099","2,883","2,961","2,928","2,360","2,135","2,257","2,295","2,127","2,157","2,104","1,953","2,030","2,024","2,171","2,189","2,275","1,889","1,980","1,927","2,099","2,084","1,941","1,970","1,937","1,996","1,942","2,039","1,843","1,807","1,820","1,884","1,884","1,748","1,657"
대구광역시,충청북도,-,-,-,-,-,-,-,-,-,-,-,"1,748","1,805","1,933","1,692","1,632","1,655","1,847","1,637","1,862","1,858","1,898","2,349","1,733","1,538","1,728","2,023","2,093","2,063","1,939","1,824","1,852","1,744","1,857","1,902","2,004","1,743","1,919","1,762","1,880","1,784","1,849","1,943","1,958","2,026","1,957","1,771","1,824"
대구광역시,충청남도,-,-,-,-,-,-,-,-,-,-,-,"2,427","2,983","3,057","3,250","3,211","3,280","3,340","3,164","1,218","1,303","1,404","1,302","1,312","1,272","1,520","1,924","2,074","2,047","1,987","2,087","2,046","2,014","2,324","3,163","2,770","2,594","2,763","2,717","2,579","2,730","2,647","2,706","2,599","2,682","2,509","2,323","2,578"
대구광역시,전라북도,-,-,-,-,-,-,-,-,-,-,-,"1,594","1,649","1,638","1,377","1,552","1,553","1,424","1,174","1,066","1,043",983,941,876,786,922,951,"1,026","1,061","1,119","1,016","1,344",946,"1,310",959,900,863,999,970,935,860,"1,003",878,985,996,940,920,911
대구광역시,전라남도,-,-,-,-,-,-,-,-,-,-,-,"1,875","1,782","1,812","1,933","1,751","1,526","1,461","1,173","1,335","1,159","1,048",960,822,736,937,"1,030",990,"1,056","1,246",971,"1,069",920,"1,053",896,"1,022","1,016",975,904,"1,012",985,947,977,948,985,953,907,897
대구광역시,경상북도,-,-,-,-,-,-,-,-,-,-,-,"70,840","58,430","63,729","57,719","61,250","61,419","71,529","72,574","62,765","73,655","72,816","66,905","67,587","61,811","59,398","73,160","65,314","61,948","61,647","52,556","54,057","54,952","51,401","51,928","60,081","62,429","53,293","48,562","49,288","47,895","49,300","44,922","45,035","51,852","46,900","41,444","41,714"
대구광역시,경상남도,-,-,-,-,-,-,-,-,-,-,-,"14,182","14,746","15,522","15,649","14,750","14,816","15,424","14,707","14,144","14,981","13,585","13,357","12,768","11,350","13,068","13,238","8,674","9,150","8,853","7,977","8,373","8,300","11,259","9,590","11,978","10,639","10,734","11,343","10,599","9,521","8,821","8,965","8,941","9,374","8,922","8,313","7,704"
대구광역시,제주특별자치도,-,-,-,-,-,-,-,-,-,-,-,294,338,525,408,391,398,466,458,483,654,637,637,551,440,543,631,703,796,801,701,794,822,813,813,838,679,658,618,664,631,643,773,847,"1,061","1,317","1,394","1,631"
인천광역시,전국,-,-,-,-,-,-,-,-,-,-,-,"296,851","323,344","370,917","379,871","367,248","351,641","389,630","429,474","406,162","451,178","423,289","450,319","466,162","469,610","462,882","470,473","485,473","426,896","492,766","518,153","525,725","540,582","526,518","464,170","491,203","513,839","553,898","556,166","476,071","458,439","470,758","440,872","439,578","442,973","463,685","435,869","411,135"
인천광역시,서울특별시,-,-,-,-,-,-,-,-,-,-,-,"41,489","44,852","56,416","56,649","51,693","47,891","46,454","57,870","50,901","43,247","44,988","45,332","44,316","44,734","41,601","43,084","40,885","38,404","48,592","45,970","46,213","45,171","43,145","39,059","39,972","42,334","41,585","40,479","38,858","35,670","33,008","32,216","33,017","34,380","33,570","32,486","32,528"
인천광역시,부산광역시,-,-,-,-,-,-,-,-,-,-,-,"3,582","3,570","3,400","3,385","3,475","3,821","3,970","3,422","3,426","3,400","3,124","3,348","3,032","2,872","3,117","3,162","2,963","2,895","3,256","2,895","2,920","3,139","2,922","2,745","2,767","2,814","2,949","2,842","2,657","2,738","3,213","2,691","2,677","3,088","2,930","2,616","2,620"
인천광역시,대구광역시,-,-,-,-,-,-,-,-,-,-,-,"1,455","1,607","1,722","1,657","1,689","1,691","1,660","1,739","1,424","1,543","1,676","1,846","1,677","1,669","1,954","1,794","1,724","1,665","1,942","1,806","1,625","1,691","1,670","1,601","1,615","1,645","1,843","1,680","1,672","1,628","1,585","1,702","1,795","1,734","1,691","1,551","1,590"
인천광역시,인천광역시,-,-,-,-,-,-,-,-,-,-,-,"183,157","200,084","231,796","243,975","232,745","216,240","251,771","281,064","270,158","318,771","289,666","310,754","317,595","327,840","312,087","317,278","334,572","284,347","320,946","358,102","356,963","359,818","348,781","306,772","334,124","347,928","387,006","389,945","318,898","303,966","325,441","297,979","297,446","295,375","314,622","290,783","266,394"
인천광역시,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"1,263","1,344","1,907","1,715","1,988","2,383","2,358","2,086","2,031","2,046","2,169","2,368","2,133","2,388","2,236","2,202","2,118","2,213","2,028","1,932","2,143","2,350","2,316","2,147","2,492","1,979","1,884","1,939","2,007","1,894","1,762","1,518"
인천광역시,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"2,083","2,334","2,619","2,913","3,445","3,259","3,370","3,299","3,296","3,310","3,525","3,515","3,221","3,216","3,196","2,792","3,088","2,958","2,742","2,905","2,812","2,589","2,820","2,873","2,673","2,736","2,756","2,616","2,552"
인천광역시,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,025",831,"1,054","1,015","1,012","1,015","1,033",874,928,984,"1,062","1,063",989,949,"1,081","1,116","1,289","1,083","1,359","1,080",962
인천광역시,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,597,592,990,"1,496","1,398","1,265"
인천광역시,경기도,-,-,-,-,-,-,-,-,-,-,-,"31,488","40,075","43,141","41,246","43,284","46,434","50,129","51,180","46,940","47,519","46,791","49,119","59,301","56,323","61,931","60,340","60,913","54,556","70,792","67,498","74,456","90,856","84,889","71,763","72,226","77,178","75,185","75,557","70,474","71,031","65,332","65,127","63,331","65,903","66,353","66,764","67,838"
인천광역시,강원도,-,-,-,-,-,-,-,-,-,-,-,"4,390","4,228","4,121","4,004","4,383","4,467","4,376","3,769","4,011","4,284","4,336","4,795","4,745","4,444","5,129","5,474","5,737","6,572","6,661","5,512","5,898","5,834","5,950","5,565","5,186","4,908","5,581","6,033","5,866","5,808","5,695","5,339","5,573","5,549","5,904","5,598","5,396"
인천광역시,충청북도,-,-,-,-,-,-,-,-,-,-,-,"2,964","2,656","2,836","2,709","3,114","3,138","3,299","3,079","3,278","3,922","3,997","4,475","4,685","3,489","4,055","4,514","4,411","4,110","4,420","4,074","4,137","3,748","3,914","3,815","3,637","4,593","4,363","4,588","4,157","4,347","3,952","4,167","4,172","4,210","4,624","4,303","4,051"
인천광역시,충청남도,-,-,-,-,-,-,-,-,-,-,-,"8,792","8,463","9,360","8,719","9,010","9,498","9,267","9,142","7,020","7,241","6,909","7,627","8,215","6,740","8,700","9,257","9,911","9,281","9,150","8,386","8,200","8,132","9,421","11,370","9,995","9,884","11,282","11,146","9,859","9,985","9,332","8,591","8,752","8,964","9,101","8,728","8,730"
인천광역시,전라북도,-,-,-,-,-,-,-,-,-,-,-,"4,904","3,996","3,832","3,496","3,606","3,598","3,571","3,389","3,206","3,998","3,936","4,371","4,257","3,918","4,902","4,565","5,143","5,002","5,437","4,658","5,982","4,304","6,507","4,253","3,991","4,371","4,717","4,724","4,490","4,379","4,347","3,987","3,577","3,745","3,581","3,756","3,502"
인천광역시,전라남도,-,-,-,-,-,-,-,-,-,-,-,"6,031","5,566","5,867","5,579","6,321","5,155","5,384","4,823","4,758","5,106","4,705","4,880","4,830","4,243","5,356","6,360","5,117","5,954","6,516","5,034","5,050","4,137","4,930","4,113","4,225","4,179","4,616","4,409","4,488","4,257","4,023","3,725","3,751","3,848","3,876","3,523","3,205"
인천광역시,경상북도,-,-,-,-,-,-,-,-,-,-,-,"4,088","3,481","3,308","3,365","3,396","3,514","3,583","3,381","3,010","3,201","3,071","3,384","3,421","3,392","3,542","3,357","3,422","3,666","3,804","3,545","3,420","3,196","3,572","3,381","3,375","3,579","3,819","3,764","3,902","3,833","4,217","4,200","3,944","3,950","3,982","3,589","3,352"
인천광역시,경상남도,-,-,-,-,-,-,-,-,-,-,-,"3,995","4,297","4,579","4,515","4,034","4,344","4,235","4,079","3,587","3,808","4,164","4,296","3,743","3,911","4,129","4,789","2,932","2,993","3,161","2,888","3,474","3,005","3,199","2,883","3,126","3,216","3,649","3,621","3,677","3,515","3,501","3,242","3,330","3,470","3,670","2,941","2,919"
인천광역시,제주특별자치도,-,-,-,-,-,-,-,-,-,-,-,516,469,539,572,498,587,587,630,645,816,924,821,814,745,963,"1,031","1,054","1,177","1,122","1,019",952,"1,202","1,176","1,156","1,016","1,125","1,149","1,094","1,125","1,252","1,232","1,436","1,720","1,941","2,276","2,375","2,713"
광주광역시,전국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"238,786","249,630","313,422","279,132","302,333","320,043","324,793","291,976","302,179","311,209","298,589","321,553","293,016","321,192","301,512","300,588","289,765","314,192","287,882","297,762","304,209","290,248","268,310","290,771","265,043","259,282","230,437","229,288","246,043","233,875","221,074","216,256"
광주광역시,서울특별시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"19,251","18,360","25,298","23,900","22,098","18,882","17,489","17,682","16,277","15,758","15,711","15,642","13,979","17,481","17,894","17,164","17,593","17,513","16,061","15,937","16,315","16,394","14,708","14,035","12,642","11,917","11,811","10,964","11,518","10,860","10,432","10,561"
광주광역시,부산광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"2,389","2,457","2,265","2,133","2,243","1,619","1,768","1,497","1,353","1,351","1,453","1,218","1,189","1,403","1,319","1,326","1,459","1,458","1,349","1,229","1,178","1,168","1,225","1,308","1,283","1,206","1,447","1,157","1,667","1,418","1,264","1,135"
광주광역시,대구광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,496,387,473,547,471,442,384,413,480,482,432,449,501,456,528,492,527,609,616,617,509,644,553,564,536,572,668,676,746,547,577,647
광주광역시,인천광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"1,456","1,603","2,160","2,200","2,639","2,382","2,280","2,377","2,456","2,150","2,325","2,490","2,167","2,388","2,736","2,744","2,973","3,021","2,895","2,809","2,550","2,896","2,601","2,304","2,255","2,155","2,157","2,109","2,010","2,167","2,080","2,000"
광주광역시,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"154,955","158,411","213,502","188,390","209,699","237,637","244,033","209,136","225,147","217,234","211,203","235,814","202,826","216,973","198,924","200,853","194,104","206,460","191,850","202,882","207,532","195,536","182,473","206,147","183,496","179,871","152,570","155,265","164,321","150,777","145,582","142,174"
광주광역시,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"1,277","1,286","1,395","1,308","1,582","1,455","1,539","1,404","1,435","1,374","1,621","1,640","1,650","1,856","1,995","1,946","1,817","1,670","1,698","1,575","1,494","1,633","1,705","1,575","1,610","1,665","1,481","1,537","1,383"
광주광역시,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,365,324,378,471,400,497,524,406,426,503,471,495,424,437,428,642,448,518,538,398,322
광주광역시,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,278,239,593,926,706,777
광주광역시,경기도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"5,899","6,717","8,278","8,643","9,121","8,708","8,807","9,383","8,474","9,399","9,793","9,989","9,400","11,506","12,520","12,713","14,999","16,192","15,857","15,505","15,954","15,017","13,296","12,813","13,061","11,716","11,920","10,895","11,972","10,788","10,004","9,812"
광주광역시,강원도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"1,126",935,978,"1,053","1,025",976,957,961,915,873,897,849,895,952,964,929,864,999,955,945,939,945,937,885,"1,077",891,872,899,954,"1,029",827,859
광주광역시,충청북도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,403,404,572,578,707,702,706,633,662,682,667,679,743,711,742,766,812,867,859,758,865,869,869,802,831,931,849,782,945,970,848,910
광주광역시,충청남도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"1,557","1,896","1,890",753,763,791,780,837,888,976,"1,297","1,275","1,213","1,135","1,252","1,183","1,378","1,690","2,388","1,899","2,026","1,911","1,983","1,895","1,900","2,083","1,858","1,843","2,215","2,053","1,966","1,986"
광주광역시,전라북도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"4,418","4,448","4,675","4,797","5,164","4,599","4,589","4,795","4,618","5,428","5,518","5,657","5,968","6,694","6,382","7,892","5,995","8,637","6,564","6,036","6,363","6,654","6,011","5,549","5,742","5,785","5,972","5,549","5,798","5,632","5,618","5,288"
광주광역시,전라남도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"43,833","51,130","49,866","41,588","43,667","38,521","38,516","39,538","36,454","52,238","44,787","43,187","49,963","56,532","53,374","49,540","43,660","50,930","42,976","43,828","44,579","42,694","38,371","39,406","37,069","36,775","34,736","33,736","37,356","40,882","35,818","35,140"
광주광역시,경상북도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,702,719,799,796,775,617,799,733,678,673,722,636,653,797,670,776,737,801,831,813,866,859,844,828,850,881,856,819,981,"1,008",835,829
광주광역시,경상남도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,"1,785","1,627","2,089","1,882","1,884","2,059","1,659","1,708","1,696","1,666","1,680","1,116",992,"1,263","1,325","1,254","1,287","1,626","1,458","1,477","1,599","1,603","1,599","1,543","1,520","1,605","1,457","1,475","1,767","1,643","1,453","1,242"
광주광역시,제주특별자치도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,516,536,577,595,791,713,718,701,626,760,700,752,829,902,771,906,"1,024",870,871,784,761,889,770,774,711,761,769,822,"1,017","1,156","1,129","1,191"
대전광역시,전국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"230,055","263,293","273,837","271,532","297,841","285,155","297,054","272,745","285,604","255,485","313,174","303,984","298,145","294,389","298,910","277,412","284,625","292,499","284,128","269,142","258,182","263,477","260,900","239,136","230,547","248,397","241,390","229,883","227,624"
대전광역시,서울특별시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"16,817","16,179","15,369","14,576","14,260","13,828","14,575","15,097","15,538","14,539","17,672","18,698","17,689","18,307","17,436","16,090","16,639","17,812","17,868","17,325","17,439","15,793","14,890","14,570","14,156","14,172","13,559","13,726","14,118"
대전광역시,부산광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"1,823","1,945","1,909","2,030","1,877","1,774","2,119","2,118","2,146","2,096","2,453","2,227","2,158","2,192","2,161","1,925","2,042","1,969","2,023","2,005","2,064","1,976","2,074","2,013","1,986","2,190","2,054","1,807","1,762"
대전광역시,대구광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"1,301","1,229","1,295","1,437","1,441","1,616","2,188","1,930","1,996","2,007","2,219","1,944","1,796","1,956","1,910","1,914","1,940","1,826","1,902","1,783","1,859","1,757","1,848","1,734","1,762","1,818","1,667","1,710","1,524"
대전광역시,인천광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"1,850","2,456","2,114","2,240","2,325","2,472","2,577","2,837","3,038","2,931","3,200","3,273","3,362","3,383","3,372","2,766","2,946","2,916","3,094","2,983","2,730","2,762","2,782","2,812","2,662","2,621","2,516","2,463","2,458"
대전광역시,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,836,935,963,885,"1,000","1,148","1,307","1,328","1,400","1,367","1,460","1,461","1,450","1,413","1,372","1,472","1,477","1,505","1,481","1,470","1,419","1,512","1,261","1,130","1,247","1,248","1,321","1,089","1,026"
대전광역시,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"162,657","194,537","205,625","203,082","232,456","218,557","216,372","187,937","195,779","169,009","218,594","211,847","206,129","201,578","199,701","180,188","189,569","196,741","187,040","174,748","166,836","175,962","175,460","152,381","148,793","156,961","139,609","138,876","131,656"
대전광역시,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,880,716,726,765,750,664,795,736,715,724,830,911,680,745,728,952,822,909,939,662,621
대전광역시,세종특별자치시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,907","4,012","14,093","25,788","17,575","23,707"
대전광역시,경기도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"9,028","8,826","9,205","10,080","10,015","10,204","12,720","14,065","14,867","14,293","17,471","18,360","18,375","19,518","19,641","18,435","19,258","19,748","19,408","18,323","18,446","18,022","16,492","15,967","15,775","15,189","15,354","15,141","14,807"
대전광역시,강원도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"1,312","1,268","1,453","1,495","1,365","1,564","1,711","2,058","2,455","2,542","3,049","2,700","2,791","2,981","2,831","2,568","2,454","2,470","2,735","2,765","2,863","2,603","2,877","2,411","2,737","2,400","2,423","2,213","2,302"
대전광역시,충청북도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"7,311","7,952","7,870","8,501","7,587","7,031","8,558","8,861","9,399","9,756","9,891","9,361","8,941","9,215","9,703","9,464","8,860","9,567","9,862","9,720","8,913","8,847","8,847","8,116","8,308","8,256","8,265","7,748","7,653"
대전광역시,충청남도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"17,946","18,041","17,721","17,668","15,906","17,157","23,668","24,745","26,623","23,839","22,559","21,068","20,512","21,349","25,457","29,629","25,723","23,988","24,119","24,606","21,987","21,192","21,076","16,747","16,924","16,552","16,030","15,824","15,321"
대전광역시,전라북도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"3,420","3,788","3,713","3,459","3,606","3,471","4,220","4,306","4,312","4,780","5,438","4,776","6,687","4,572","6,066","4,818","4,768","4,677","5,258","4,642","4,758","4,300","4,478","3,952","3,761","4,116","3,766","3,552","3,627"
대전광역시,전라남도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"1,183","1,294","1,272","1,259","1,281","1,360","1,549","1,644","1,838","2,050","2,310","2,163","2,160","1,752","2,124","1,876","1,952","1,894","1,930","1,866","1,884","1,815","1,929","1,714","1,755","1,799","1,798","1,672","1,603"
대전광역시,경상북도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"1,940","1,986","2,201","2,297","2,137","2,274","2,601","2,600","2,546","2,758","3,402","2,869","2,878","2,929","3,522","2,782","3,198","3,440","3,168","2,965","3,181","3,190","3,144","2,841","2,773","2,851","2,914","2,767","2,600"
대전광역시,경상남도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,"2,439","2,582","2,868","2,262","2,301","2,442","2,552","2,826","2,382","2,404","2,255","2,008","1,950","2,079","2,337","2,224","2,572","2,712","2,884","2,607","2,635","2,549","2,532","2,349","2,389","2,483","2,420","2,174","2,004"
대전광역시,제주특별자치도,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,192,275,259,261,284,257,337,393,405,398,475,464,517,501,482,525,512,510,526,423,488,452,482,540,685,739,967,884,835
울산광역시,전국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"182,149","169,728","181,385","163,474","164,599","173,788","189,383","182,735","170,073","176,800","181,367","177,756","164,984","164,671","163,091","157,427","157,185","173,229","170,473","155,812","147,116"
울산광역시,서울특별시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"5,394","5,666","6,297","6,129","6,430","6,568","6,601","6,364","6,174","6,722","6,721","6,262","6,512","6,484","6,278","6,799","6,347","6,458","6,954","6,750","6,708"
울산광역시,부산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"10,572","11,556","11,621","9,863","10,248","10,790","11,364","10,873","10,781","11,135","10,865","9,784","11,094","10,242","9,762","9,511","10,589","11,090","11,255","10,246","10,467"
울산광역시,대구광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"3,156","3,617","3,387","3,092","2,767","3,171","3,157","3,121","3,129","3,175","3,018","2,853","3,003","3,150","2,874","3,054","3,282","3,275","3,189","3,216","3,335"
울산광역시,인천광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"1,105","1,008","1,172","1,094",996,"1,177","1,143","1,116","1,102","1,074","1,023","1,024","1,000",989,968,"1,045","1,054","1,085","1,249","1,135","1,033"
울산광역시,광주광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,433,527,568,463,374,434,371,349,388,415,352,388,432,405,330,377,379,406,482,416,392
울산광역시,대전광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,937,968,"1,028",952,801,934,990,873,846,880,812,729,817,929,855,863,779,839,890,984,907
울산광역시,울산광역시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"129,141","116,504","127,876","115,859","117,311","123,801","135,547","131,496","118,166","122,943","127,956","127,569","112,338","113,357","114,569","109,156","107,253","122,133","116,131","103,342","94,789"
